gene,feature_type
Utp14a,Gene Expression
9530027J09Rik,Gene Expression
Bcorl1,Gene Expression
Elf4,Gene Expression
Aifm1,Gene Expression
Rab33a,Gene Expression
Zfp280c,Gene Expression
Slc25a14,Gene Expression
Gpr119,Gene Expression
Rbmx2,Gene Expression
Gm595,Gene Expression
Enox2,Gene Expression
Gm14696,Gene Expression
Gm14697,Gene Expression
Arhgap36,Gene Expression
Olfr1320,Gene Expression
Olfr1321,Gene Expression
Igsf1,Gene Expression
Olfr1322,Gene Expression
Olfr1323,Gene Expression
Olfr1324,Gene Expression
Stk26,Gene Expression
Frmd7,Gene Expression
Rap2c,Gene Expression
Mbnl3,Gene Expression
Hs6st2,Gene Expression
Usp26,Gene Expression
1700080O16Rik,Gene Expression
Gpc4,Gene Expression
Gpc3,Gene Expression
Gm14582,Gene Expression
A630012P03Rik,Gene Expression
Ccdc160,Gene Expression
Phf6,Gene Expression
Hprt,Gene Expression
Gm28730,Gene Expression
Plac1,Gene Expression
Fam122b,Gene Expression
Fam122c,Gene Expression
Mospd1,Gene Expression
Etd,Gene Expression
Gm14597,Gene Expression
Rtl8c,Gene Expression
Rtl8a,Gene Expression
Rtl8b,Gene Expression
4930502E18Rik,Gene Expression
1700013H16Rik,Gene Expression
Zfp36l3,Gene Expression
Xlr,Gene Expression
Gm16405,Gene Expression
Gm16430,Gene Expression
Slxl1,Gene Expression
3830403N18Rik,Gene Expression
Gm773,Gene Expression
1600025M17Rik,Gene Expression
Zfp449,Gene Expression
Gm2155,Gene Expression
Smim10l2a,Gene Expression
Gm2174,Gene Expression
Ints6l,Gene Expression
Gm10477,Gene Expression
Gm648,Gene Expression
Mmgt1,Gene Expression
Slc9a6,Gene Expression
Fhl1,Gene Expression
Map7d3,Gene Expression
Adgrg4,Gene Expression
Brs3,Gene Expression
Htatsf1,Gene Expression
Vgll1,Gene Expression
Gm14718,Gene Expression
Cd40lg,Gene Expression
Arhgef6,Gene Expression
Rbmx,Gene Expression
Gm364,Gene Expression
Gpr101,Gene Expression
Zic3,Gene Expression
4930550L24Rik,Gene Expression
Fgf13,Gene Expression
F9,Gene Expression
Mcf2,Gene Expression
Atp11c,Gene Expression
Gm7073,Gene Expression
Gm14661,Gene Expression
Sox3,Gene Expression
Gm14662,Gene Expression
Gm14664,Gene Expression
C230004F18Rik,Gene Expression
Cdr1,Gene Expression
Ldoc1,Gene Expression
4933402E13Rik,Gene Expression
4931400O07Rik,Gene Expression
Tslrn1,Gene Expression
Gm6760,Gene Expression
3830417A13Rik,Gene Expression
Slitrk4,Gene Expression
Ctag2,Gene Expression
4930447F04Rik,Gene Expression
Slitrk2,Gene Expression
1700036O09Rik,Gene Expression
Gm1140,Gene Expression
Gm14692,Gene Expression
4933436I01Rik,Gene Expression
Fmr1os,Gene Expression
Fmr1,Gene Expression
Fmr1nb,Gene Expression
Gm14698,Gene Expression
Gm6812,Gene Expression
Gm14705,Gene Expression
Aff2,Gene Expression
1700111N16Rik,Gene Expression
1700020N15Rik,Gene Expression
Ids,Gene Expression
1110012L19Rik,Gene Expression
4930567H17Rik,Gene Expression
Tmem185a,Gene Expression
Mamld1,Gene Expression
Mtm1,Gene Expression
Mtmr1,Gene Expression
Cd99l2,Gene Expression
Gm16189,Gene Expression
Hmgb3,Gene Expression
Gpr50,Gene Expression
Vma21,Gene Expression
Gm1141,Gene Expression
Prrg3,Gene Expression
Fate1,Gene Expression
Cnga2,Gene Expression
Magea4,Gene Expression
Gabre,Gene Expression
Magea10,Gene Expression
Gabra3,Gene Expression
Gabrq,Gene Expression
Cetn2,Gene Expression
Nsdhl,Gene Expression
Gm14684,Gene Expression
Zfp185,Gene Expression
Pnma5,Gene Expression
Pnma3,Gene Expression
Xlr4a,Gene Expression
Xlr3a,Gene Expression
Xlr5a,Gene Expression
Gm14685,Gene Expression
DXBay18,Gene Expression
Xlr5b,Gene Expression
Spin2d,Gene Expression
Xlr3b,Gene Expression
Xlr4b,Gene Expression
F8a,Gene Expression
Xlr4c,Gene Expression
Xlr3c,Gene Expression
Xlr5c,Gene Expression
Gm45015,Gene Expression
Zfp275,Gene Expression
Gm18336,Gene Expression
Gm26726,Gene Expression
Zfp92,Gene Expression
Trex2,Gene Expression
Haus7,Gene Expression
Bgn,Gene Expression
Atp2b3,Gene Expression
Dusp9,Gene Expression
Pnck,Gene Expression
Slc6a8,Gene Expression
Bcap31,Gene Expression
Abcd1,Gene Expression
Plxnb3,Gene Expression
Srpk3,Gene Expression
Idh3g,Gene Expression
Ssr4,Gene Expression
Pdzd4,Gene Expression
L1cam,Gene Expression
Arhgap4,Gene Expression
Avpr2,Gene Expression
Naa10,Gene Expression
Renbp,Gene Expression
Hcfc1,Gene Expression
Irak1,Gene Expression
Mecp2,Gene Expression
Opn1mw,Gene Expression
Tex28,Gene Expression
Tktl1,Gene Expression
Flna,Gene Expression
Emd,Gene Expression
Rpl10,Gene Expression
Dnase1l1,Gene Expression
Taz,Gene Expression
Atp6ap1,Gene Expression
Gdi1,Gene Expression
Fam50a,Gene Expression
Plxna3,Gene Expression
Lage3,Gene Expression
Ubl4a,Gene Expression
Slc10a3,Gene Expression
Fam3a,Gene Expression
Ikbkg,Gene Expression
G6pdx,Gene Expression
Gm6880,Gene Expression
Olfr1326-ps1,Gene Expression
Olfr1325,Gene Expression
Gm5640,Gene Expression
Gm6890,Gene Expression
Gm5936,Gene Expression
Gab3,Gene Expression
Dkc1,Gene Expression
Mpp1,Gene Expression
Smim9,Gene Expression
F8,Gene Expression
Fundc2,Gene Expression
Cmc4,Gene Expression
Mtcp1,Gene Expression
Brcc3,Gene Expression
Vbp1,Gene Expression
Gm15384,Gene Expression
Rab39b,Gene Expression
Gm15063,Gene Expression
Pls3,Gene Expression
Gm14715,Gene Expression
Gm14707,Gene Expression
Gm14717,Gene Expression
Cldn34b3,Gene Expression
Cldn34b4,Gene Expression
Cldn34d,Gene Expression
Tbl1x,Gene Expression
Prkx,Gene Expression
Gm14742,Gene Expression
Pbsn,Gene Expression
Gm14744,Gene Expression
5430402E10Rik,Gene Expression
Obp1a,Gene Expression
Gm5938,Gene Expression
Obp1b,Gene Expression
Gm14743,Gene Expression
4930480E11Rik,Gene Expression
Prrg1,Gene Expression
Fam47c,Gene Expression
Gm7173,Gene Expression
Mageb16,Gene Expression
Gm26775,Gene Expression
Tmem47,Gene Expression
4930595M18Rik,Gene Expression
Dmd,Gene Expression
Tsga8,Gene Expression
Fthl17a,Gene Expression
Tab3,Gene Expression
Gk,Gene Expression
Gm14764,Gene Expression
Gm14762,Gene Expression
5430427O19Rik,Gene Expression
Samt3,Gene Expression
Nr0b1,Gene Expression
Mageb4,Gene Expression
Il1rapl1,Gene Expression
Gm27000,Gene Expression
Pet2,Gene Expression
4932429P05Rik,Gene Expression
4930415L06Rik,Gene Expression
Gm44,Gene Expression
Gm14773,Gene Expression
Mageb2,Gene Expression
Gm5072,Gene Expression
Gm8914,Gene Expression
1700084M14Rik,Gene Expression
Gm14781,Gene Expression
Mageb5,Gene Expression
Mageb1,Gene Expression
Mageb18,Gene Expression
Gm5941,Gene Expression
1700003E24Rik,Gene Expression
BC061195,Gene Expression
Arx,Gene Expression
Pola1,Gene Expression
Pcyt1b,Gene Expression
Pdk3,Gene Expression
AU015836,Gene Expression
Gm14798,Gene Expression
Zfx,Gene Expression
Eif2s3x,Gene Expression
Klhl15,Gene Expression
Fam90a1b,Gene Expression
Apoo,Gene Expression
Gm14827,Gene Expression
Maged1,Gene Expression
Gspt2,Gene Expression
Zxdb,Gene Expression
Gm39526,Gene Expression
Gm26617,Gene Expression
Spin4,Gene Expression
Arhgef9,Gene Expression
Amer1,Gene Expression
Asb12,Gene Expression
Pfn5,Gene Expression
Zc4h2,Gene Expression
Zc3h12b,Gene Expression
1700010D01Rik,Gene Expression
Las1l,Gene Expression
Msn,Gene Expression
F630028O10Rik,Gene Expression
Vsig4,Gene Expression
Hsf3,Gene Expression
Heph,Gene Expression
Gpr165,Gene Expression
Pgr15l,Gene Expression
Eda2r,Gene Expression
Ar,Gene Expression
Ophn1,Gene Expression
Yipf6,Gene Expression
Stard8,Gene Expression
Efnb1,Gene Expression
Gm14812,Gene Expression
Gm14809,Gene Expression
Gm14808,Gene Expression
Pja1,Gene Expression
Tmem28,Gene Expression
Eda,Gene Expression
Awat2,Gene Expression
Otud6a,Gene Expression
Igbp1,Gene Expression
Dgat2l6,Gene Expression
Awat1,Gene Expression
P2ry4,Gene Expression
Arr3,Gene Expression
Pdzd11,Gene Expression
Kif4,Gene Expression
Gdpd2,Gene Expression
Gm14902,Gene Expression
Dlg3,Gene Expression
Tex11,Gene Expression
Slc7a3,Gene Expression
Snx12,Gene Expression
Foxo4,Gene Expression
Gm614,Gene Expression
Gm20489,Gene Expression
Il2rg,Gene Expression
Med12,Gene Expression
Nlgn3,Gene Expression
Gjb1,Gene Expression
Zmym3,Gene Expression
Nono,Gene Expression
Itgb1bp2,Gene Expression
Taf1,Gene Expression
Ogt,Gene Expression
Cxcr3,Gene Expression
Gm4779,Gene Expression
8030474K03Rik,Gene Expression
Nhsl2,Gene Expression
Rtl5,Gene Expression
Pin4,Gene Expression
Ercc6l,Gene Expression
Rps4x,Gene Expression
Cited1,Gene Expression
Hdac8,Gene Expression
Phka1,Gene Expression
Gm3880,Gene Expression
Gm9112,Gene Expression
Dmrtc1b,Gene Expression
Dmrtc1c1,Gene Expression
Dmrtc1c2,Gene Expression
1700031F05Rik,Gene Expression
Dmrtc1a,Gene Expression
1700011M02Rik,Gene Expression
1700018G05Rik,Gene Expression
Nap1l2,Gene Expression
Cdx4,Gene Expression
Chic1,Gene Expression
Gm26952,Gene Expression
Tsx,Gene Expression
Gm26992,Gene Expression
Tsix,Gene Expression
Xist,Gene Expression
Jpx,Gene Expression
Ftx,Gene Expression
Zcchc13,Gene Expression
Slc16a2,Gene Expression
Rlim,Gene Expression
Nexmif,Gene Expression
Abcb7,Gene Expression
Uprt,Gene Expression
Zdhhc15,Gene Expression
1700121L16Rik,Gene Expression
Magee2,Gene Expression
Pbdc1,Gene Expression
Magee1,Gene Expression
5330434G04Rik,Gene Expression
Cypt2,Gene Expression
Fgf16,Gene Expression
Atrx,Gene Expression
Magt1,Gene Expression
Cox7b,Gene Expression
Atp7a,Gene Expression
Tlr13,Gene Expression
Pgk1,Gene Expression
Taf9b,Gene Expression
Fnd3c2,Gene Expression
Fndc3c1,Gene Expression
Cysltr1,Gene Expression
Gm5127,Gene Expression
Rtl3,Gene Expression
Lpar4,Gene Expression
P2ry10,Gene Expression
P2ry10b,Gene Expression
Gpr174,Gene Expression
Itm2a,Gene Expression
Tbx22,Gene Expression
2610002M06Rik,Gene Expression
Fam46d,Gene Expression
Gm732,Gene Expression
Gm379,Gene Expression
Brwd3,Gene Expression
Hmgn5,Gene Expression
Sh3bgrl,Gene Expression
Gm6377,Gene Expression
Gm44593,Gene Expression
Pou3f4,Gene Expression
Cylc1,Gene Expression
Gm10112,Gene Expression
Rps6ka6,Gene Expression
Hdx,Gene Expression
Gm45194,Gene Expression
Tex16,Gene Expression
4933403O08Rik,Gene Expression
Apool,Gene Expression
Satl1,Gene Expression
2010106E10Rik,Gene Expression
Zfp711,Gene Expression
Pof1b,Gene Expression
Gm14936,Gene Expression
Chm,Gene Expression
Dach2,Gene Expression
Klhl4,Gene Expression
Ube2dnl1,Gene Expression
Ube2dnl2,Gene Expression
4930555B12Rik,Gene Expression
Cpxcr1,Gene Expression
H2afb2,Gene Expression
H2afb1,Gene Expression
Gm28579,Gene Expression
Tgif2lx2,Gene Expression
Tgif2lx1,Gene Expression
Gm14929,Gene Expression
Pabpc5,Gene Expression
Pcdh11x,Gene Expression
H2afb3,Gene Expression
Nap1l3,Gene Expression
Gm17521,Gene Expression
Cldn34c1,Gene Expression
Astx6,Gene Expression
Srsx,Gene Expression
Gm17577,Gene Expression
Gm14951,Gene Expression
Astx2,Gene Expression
Gm17412,Gene Expression
Cldn34c2,Gene Expression
Gm14950,Gene Expression
Gm17467,Gene Expression
Cldn34c3,Gene Expression
Astx5,Gene Expression
Vmn2r121,Gene Expression
Astx1a,Gene Expression
Gm17584,Gene Expression
Astx4a,Gene Expression
Gm17469,Gene Expression
Astx4b,Gene Expression
Astx1b,Gene Expression
Gm17361,Gene Expression
Gm21616,Gene Expression
Astx4c,Gene Expression
Gm17693,Gene Expression
Astx1c,Gene Expression
Gm17522,Gene Expression
Astx4d,Gene Expression
Gm17267,Gene Expression
Astx3,Gene Expression
4932411N23Rik,Gene Expression
Gm382,Gene Expression
4921511C20Rik,Gene Expression
Cldn34c4,Gene Expression
4930558G05Rik,Gene Expression
Diaph2,Gene Expression
Pcdh19,Gene Expression
Gm26851,Gene Expression
Tnmd,Gene Expression
Tspan6,Gene Expression
Srpx2,Gene Expression
Sytl4,Gene Expression
Cstf2,Gene Expression
Nox1,Gene Expression
Xkrx,Gene Expression
Arl13a,Gene Expression
Trmt2b,Gene Expression
Tmem35a,Gene Expression
Cenpi,Gene Expression
Drp2,Gene Expression
Taf7l,Gene Expression
Timm8a1,Gene Expression
Btk,Gene Expression
Rpl36a,Gene Expression
Gla,Gene Expression
Hnrnph2,Gene Expression
Armcx4,Gene Expression
Armcx1,Gene Expression
Armcx6,Gene Expression
Armcx3,Gene Expression
Armcx2,Gene Expression
Nxf2,Gene Expression
Zmat1,Gene Expression
Gm15023,Gene Expression
Tceal6,Gene Expression
Pramel3,Gene Expression
Gm5128,Gene Expression
Gm7903,Gene Expression
AV320801,Gene Expression
Nxf7,Gene Expression
Prame,Gene Expression
Tcp11x2,Gene Expression
Tmsb15a,Gene Expression
Gprasp1,Gene Expression
Armcx5,Gene Expression
Bhlhb9,Gene Expression
Gprasp2,Gene Expression
Arxes2,Gene Expression
Arxes1,Gene Expression
Bex2,Gene Expression
Nxf3,Gene Expression
Bex4,Gene Expression
Tceal8,Gene Expression
Tceal5,Gene Expression
Bex1,Gene Expression
Tceal7,Gene Expression
Tceal9,Gene Expression
Bex3,Gene Expression
Kir3dl2,Gene Expression
Kir3dl1,Gene Expression
Tceal3,Gene Expression
Tceal1,Gene Expression
Morf4l2,Gene Expression
Glra4,Gene Expression
Plp1,Gene Expression
Rab9b,Gene Expression
H2bfm,Gene Expression
Tmsb15l,Gene Expression
Tmsb15b2,Gene Expression
Tmsb15b1,Gene Expression
Slc25a53,Gene Expression
Zcchc18,Gene Expression
Fam199x,Gene Expression
Esx1,Gene Expression
Il1rapl2,Gene Expression
Tex13a,Gene Expression
Nrk,Gene Expression
Serpina7,Gene Expression
4930513O06Rik,Gene Expression
4933428M09Rik,Gene Expression
Mum1l1,Gene Expression
Trap1a,Gene Expression
D330045A20Rik,Gene Expression
Rnf128,Gene Expression
Tbc1d8b,Gene Expression
Gm15013,Gene Expression
Ripply1,Gene Expression
Cldn2,Gene Expression
Morc4,Gene Expression
Rbm41,Gene Expression
Nup62cl,Gene Expression
Pih1h3b,Gene Expression
Gm15046,Gene Expression
Frmpd3,Gene Expression
Prps1,Gene Expression
Tsc22d3,Gene Expression
Mid2,Gene Expression
Eif2c5,Gene Expression
Tex13b,Gene Expression
Vsig1,Gene Expression
Psmd10,Gene Expression
Atg4a,Gene Expression
Col4a6,Gene Expression
Col4a5,Gene Expression
Irs4,Gene Expression
Gm15295,Gene Expression
Gm15294,Gene Expression
Gm15298,Gene Expression
Gucy2f,Gene Expression
Nxt2,Gene Expression
Kcne1l,Gene Expression
Acsl4,Gene Expression
Tmem164,Gene Expression
Ammecr1,Gene Expression
Rtl9,Gene Expression
Chrdl1,Gene Expression
Pak3,Gene Expression
Capn6,Gene Expression
Dcx,Gene Expression
A730046J19Rik,Gene Expression
Alg13,Gene Expression
Trpc5,Gene Expression
Trpc5os,Gene Expression
Rtl4,Gene Expression
Lhfpl1,Gene Expression
Amot,Gene Expression
Htr2c,Gene Expression
Il13ra2,Gene Expression
Lrch2,Gene Expression
Gm15128,Gene Expression
Gm15080,Gene Expression
Gm15107,Gene Expression
Gm15114,Gene Expression
Gm8334,Gene Expression
Gm15127,Gene Expression
Luzp4,Gene Expression
Gm15099,Gene Expression
Ott,Gene Expression
Gm15092,Gene Expression
Gm15093,Gene Expression
Gm15100,Gene Expression
Gm15085,Gene Expression
Gm15086,Gene Expression
Gm10439,Gene Expression
Gm15097,Gene Expression
Gm15091,Gene Expression
Gm15104,Gene Expression
Tmem29,Gene Expression
Apex2,Gene Expression
Alas2,Gene Expression
Pfkfb1,Gene Expression
Tro,Gene Expression
Maged2,Gene Expression
Gm27191,Gene Expression
Gnl3l,Gene Expression
Fgd1,Gene Expression
Tsr2,Gene Expression
Gm15138,Gene Expression
Wnk3,Gene Expression
A230072E10Rik,Gene Expression
Fam120c,Gene Expression
Phf8,Gene Expression
Huwe1,Gene Expression
Hsd17b10,Gene Expression
Ribc1,Gene Expression
Smc1a,Gene Expression
Iqsec2,Gene Expression
Kdm5c,Gene Expression
Kantr,Gene Expression
Tspyl2,Gene Expression
Gpr173,Gene Expression
Cldn34a,Gene Expression
Shroom2,Gene Expression
Gpr143,Gene Expression
Usp51,Gene Expression
Mageh1,Gene Expression
Foxr2,Gene Expression
Rragb,Gene Expression
Klf8,Gene Expression
Ubqln2,Gene Expression
Cypt3,Gene Expression
Kctd12b,Gene Expression
Gm45022,Gene Expression
Nbdy,Gene Expression
Spin2c,Gene Expression
Samt1,Gene Expression
4921511M17Rik,Gene Expression
Gm10057,Gene Expression
Gm15140,Gene Expression
4930524N10Rik,Gene Expression
Samt4,Gene Expression
Samt2,Gene Expression
Cldn34b1,Gene Expression
Magea6,Gene Expression
Magea3,Gene Expression
Magea8,Gene Expression
Magea2,Gene Expression
Magea5,Gene Expression
Magea1,Gene Expression
Cldn34b2,Gene Expression
Sat1,Gene Expression
Acot9,Gene Expression
Prdx4,Gene Expression
Ptchd1,Gene Expression
Gm15156,Gene Expression
Gm15155,Gene Expression
Phex,Gene Expression
Sms,Gene Expression
Mbtps2,Gene Expression
Yy2,Gene Expression
Smpx,Gene Expression
Gm15169,Gene Expression
Klhl34,Gene Expression
Cnksr2,Gene Expression
Rps6ka3,Gene Expression
Eif1ax,Gene Expression
Map7d2,Gene Expression
Bclaf3,Gene Expression
Sh3kbp1,Gene Expression
Map3k15,Gene Expression
Pdha1,Gene Expression
Adgrg2,Gene Expression
Gm15241,Gene Expression
Phka2,Gene Expression
Gm15243,Gene Expression
Ppef1,Gene Expression
Rs1,Gene Expression
Cdkl5,Gene Expression
Gja6,Gene Expression
Scml2,Gene Expression
Gm15262,Gene Expression
Rai2,Gene Expression
Scml1,Gene Expression
Gm15205,Gene Expression
Nhs,Gene Expression
Gm15202,Gene Expression
Reps2,Gene Expression
Rbbp7,Gene Expression
Txlng,Gene Expression
Syap1,Gene Expression
Ctps2,Gene Expression
S100g,Gene Expression
Grpr,Gene Expression
Rnf138rt1,Gene Expression
Ap1s2,Gene Expression
Zrsr2,Gene Expression
Car5b,Gene Expression
Siah1b,Gene Expression
Tmem27,Gene Expression
Ace2,Gene Expression
Bmx,Gene Expression
Pir,Gene Expression
Vegfd,Gene Expression
Piga,Gene Expression
Asb11,Gene Expression
Asb9,Gene Expression
Mospd2,Gene Expression
Fancb,Gene Expression
Gm17604,Gene Expression
Glra2,Gene Expression
Gemin8,Gene Expression
Gpm6b,Gene Expression
Ofd1,Gene Expression
Trappc2,Gene Expression
Rab9,Gene Expression
Tceanc,Gene Expression
Egfl6,Gene Expression
Gm15226,Gene Expression
Gm1720,Gene Expression
Gm15230,Gene Expression
Gm8817,Gene Expression
Gm15232,Gene Expression
Gm15228,Gene Expression
Tmsb4x,Gene Expression
Tlr8,Gene Expression
Tlr7,Gene Expression
Prps2,Gene Expression
Gm15239,Gene Expression
Frmpd4,Gene Expression
Msl3,Gene Expression
Arhgap6,Gene Expression
Gm15261,Gene Expression
Amelx,Gene Expression
Hccs,Gene Expression
Gm15245,Gene Expression
Mid1,Gene Expression
4933400A11Rik,Gene Expression
Gm15726,Gene Expression
Gm15247,Gene Expression
Gm21887,Gene Expression
Asmt,Gene Expression
Hnf4g,Gene Expression
1110015O18Rik,Gene Expression
Gm17308,Gene Expression
2700069I18Rik,Gene Expression
Zfhx4,Gene Expression
4930555M17Rik,Gene Expression
Pex2,Gene Expression
Gm8797,Gene Expression
Gm37350,Gene Expression
1700008P02Rik,Gene Expression
Pkia,Gene Expression
Zc2hc1a,Gene Expression
Il7,Gene Expression
Gm16685,Gene Expression
1700010I02Rik,Gene Expression
Stmn2,Gene Expression
Gm32496,Gene Expression
Hey1,Gene Expression
C230057A21Rik,Gene Expression
Mrps28,Gene Expression
Tpd52,Gene Expression
4930539M17Rik,Gene Expression
Zbtb10,Gene Expression
C030034L19Rik,Gene Expression
Zfp704,Gene Expression
Pag1,Gene Expression
Gm16337,Gene Expression
Fabp5,Gene Expression
Gm38335,Gene Expression
Gm9833,Gene Expression
Pmp2,Gene Expression
Gm37389,Gene Expression
Fabp9,Gene Expression
Fabp4,Gene Expression
Fabp12,Gene Expression
Impa1,Gene Expression
Gm38303,Gene Expression
Slc10a5,Gene Expression
Zfand1,Gene Expression
Chmp4c,Gene Expression
Snx16,Gene Expression
Gm10745,Gene Expression
Gm2464,Gene Expression
Ralyl,Gene Expression
Gm2464-1,Gene Expression
Slc7a12,Gene Expression
Lrrcc1,Gene Expression
E2f5,Gene Expression
1810022K09Rik,Gene Expression
Car13,Gene Expression
Car1,Gene Expression
Car3,Gene Expression
Car2,Gene Expression
A930001A20Rik,Gene Expression
Gm33819,Gene Expression
Gm9733,Gene Expression
Sirpb1a,Gene Expression
Sirpb1b,Gene Expression
Gm37468,Gene Expression
Sirpb1c,Gene Expression
Gm5150,Gene Expression
Ythdf3,Gene Expression
Gm30340,Gene Expression
Mir124-2hg,Gene Expression
Cypt12,Gene Expression
Bhlhe22,Gene Expression
Cyp7b1,Gene Expression
Gm30667,Gene Expression
4930433B08Rik,Gene Expression
Armc1,Gene Expression
Mtfr1,Gene Expression
Pde7a,Gene Expression
Gm16093,Gene Expression
Dnajc5b,Gene Expression
1700064H15Rik,Gene Expression
Trim55,Gene Expression
Crh,Gene Expression
4632415L05Rik,Gene Expression
Cp,Gene Expression
Hps3,Gene Expression
Hltf,Gene Expression
Gyg,Gene Expression
Cpa3,Gene Expression
Cpb1,Gene Expression
Gm43525,Gene Expression
Agtr1b,Gene Expression
Gm31466,Gene Expression
Gm29137,Gene Expression
Gm31693,Gene Expression
Gm43674,Gene Expression
Gm43672,Gene Expression
Tbl1xr1,Gene Expression
Gm38324,Gene Expression
Gm37021,Gene Expression
4930412E21Rik,Gene Expression
Naaladl2,Gene Expression
Nlgn1,Gene Expression
A830092H15Rik,Gene Expression
Spata16,Gene Expression
Ect2,Gene Expression
1700125G22Rik,Gene Expression
Nceh1,Gene Expression
Tnfsf10,Gene Expression
Ghsr,Gene Expression
Fndc3b,Gene Expression
Tmem212,Gene Expression
Pld1,Gene Expression
Gm42196,Gene Expression
Tnik,Gene Expression
Slc2a2,Gene Expression
1700112D23Rik,Gene Expression
Eif5a2,Gene Expression
Gm32950,Gene Expression
Rpl22l1,Gene Expression
Gm33051,Gene Expression
Gm37867,Gene Expression
Gm1527,Gene Expression
Egfem1,Gene Expression
